Number,PlotNo,Subplot,Location,Date,Layer,corrected,CFs,Taxon,Euro+Med Taxon,0.01,0.03,0.10,0.32,1.00,3.16,phen,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,height,
859,BC05,NW,Hochschulsport,28/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,25,25,,,,,,,,"5, 4, 7",
884,BC05,SE,Hochschulsport,28/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,30,,,,,,,,,,
925,BC05,NW,Hochschulsport,30/05/2025,,,,Agrostis capillaris,Agrostis capillaris,60,50,40,30,25,,,,,,,,,,
959,BC05,SE,Hochschulsport,30/05/2025,,,,Agrostis capillaris,Agrostis capillaris,20,55,35,30,30,30,fl,,,,1,,,"13, 14, 12",
1007,BC05,NW,Hochschulsport,23/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,30,,,,,,,,,,
1031,BC05,SE,Hochschulsport,23/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,40,35,fl/fr,,,,1,1,,"26, 38, 12",
1068,BC05,NW,Hochschulsport,28/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,35,40,fr,,,,,1,,,
1098,BC05,SE,Hochschulsport,28/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,35,,,,,,,,,"15, 14, 18",
1129,BC06,NW,Volleyball,27/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,,,,,,,,"5, 4, 7",
1154,BC06,SE,Volleyball,27/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,2,,,,,,,,,
1184,BC06,NW,Volleyball,23/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,25,10,1,1,,fl,,,,1,,,,
1210,BC06,SE,Volleyball,23/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,10,1,2,2,2,,,,,,,,"7, 8, 7",
1241,BC06,NW,Volleyball,30/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,6,5,,,,,,,,"6, 5, 8",
1265,BC06,SE,Volleyball,30/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,5,,,,,,,,,,
1288,BC06,NW,Volleyball,28/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,10,15,,,,,,,,,
1316,BC06,SE,Volleyball,28/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,5,,,,,,,,,"8, 7, 10",
1696,BC08,NW,Senke Zierkirschenplatz,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.5,X,,,,,,,,X,
1728,BC09,NW,Zierkirschenplatz Randstreifen,27/03/2025,,,cf,Agrostis capillaris,Agrostis capillaris,,,,,0.2,3,,,,,,,,,
1748,BC09,SE,Zierkirschenplatz Randstreifen,27/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,,,,,,,,"6, 3, 4",
1763,BC09,NW,Zierkirschenplatz Randstreifen,24/05/2025,,,cf,Agrostis capillaris,Agrostis capillaris,0,0,0,0,0.1,15,,,,,,,,,
1785,BC09,SE,Zierkirschenplatz Randstreifen,24/05/2025,,,,Agrostis capillaris,Agrostis capillaris,20,10,15,15,10,,fl,,,,1,,,"21, 12, 14",
1802,BC09,NW,Zierkirschenplatz Randstreifen,30/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,13,fl+fr,,,,1,1,,"10, 6, 11, 20",
1826,BC09,SE,Zierkirschenplatz Randstreifen,30/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,10,,,,,,,,,,
1846,BC09,NW,Zierkirschenplatz Randstreifen,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,,,,,,,,,,
1871,BC09,SE,Zierkirschenplatz Randstreifen,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,10,fr,,,,,1,,"14, 24, 26",
1898,BC10,NW,Arnimallee meadow,04/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,,,,,,,,,,
1937,BC10,SE,Arnimallee meadow,04/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,2,2,,,,,,,,"6, 4, 5",
1989,BC10,NW,Arnimallee meadow,31/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,1,1,,fl,,,,1,,,,
2026,BC10,SE,Arnimallee meadow,31/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,0,2,1,,,,,,,,"13, 16, 21",
2081,BC10,NW,Arnimallee meadow,25/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.5,,,,,,,,,,
2113,BC10,SE,Arnimallee meadow,25/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,0.5,fl/fr,,,,1,1,,"19, 10, 11",
2158,BC10,NW,Arnimallee meadow,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,fr,,,,,1,,,
2188,BC10,SE,Arnimallee meadow,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,1,,,,,,,,"8, 12, 10",
2218,BC11,EXT,Durchgang Fabeckstrasse Takustrasse,28/03/2025,,,cf,Agrostis capillaris,Agrostis capillaris,,,,,0,3,,,,,,,,"2, 4, 5",
2258,BC11,NW,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,cf,Agrostis capillaris,Agrostis capillaris,0,0,0,1,0.5,0.5,fl,,,,1,,,"3, 5, 6",
2277,BC11,SE,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,0.5,0.1,,,,,,,,,,
2304,BC11,NW,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.1,0.1,,,,,,,,5,
2320,BC11,SE,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.5,,,,,,,,,,
2344,BC11,NW,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.1,0.5,,,,,,,,,
2363,BC11,SE,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.1,,,,,,,,,,
2386,BC12,NW,Sustainibility Dep.,28/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,10,,,,,,,,,,
2409,BC12,SE,Sustainibility Dep.,28/03/2025,,,cf,Agrostis capillaris,Agrostis capillaris,,,,,5,10,,,,,,,,"3, 6, 5",
2431,BC12,NW,Sustainibility Dep.,31/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,1,3,,,,,,,,,,
2458,BC12,SE,Sustainibility Dep.,31/05/2025,,,cf,Agrostis capillaris,Agrostis capillaris,0,0,0,0,5,5,fl,,,,1,,,"9, 10, 15, 14, 10, 13",
2484,BC12,NW,Sustainibility Dep.,25/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,5,,,,,,,,,,
2505,BC12,SE,Sustainibility Dep.,25/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,2,0.5,,,,,,,,"9, 12, 6",
2530,BC12,NW,Sustainibility Dep.,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,5,,,,,,,,,
2555,BC12,SE,Sustainibility Dep.,03/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,,,,,,,,"10, 6, 10",
2580,BC13,NW,Profund,05/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,,,,,,,,,
2601,BC13,SE,Profund,05/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,3,,,,,,,,"3, 4, 4",
2634,BC13,NW,Profund,29/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,5,3,3,15,fl,,,,1,,,,
2659,BC13,SE,Profund,29/05/2025,,,,Agrostis capillaris,Agrostis capillaris,15,10,10,15,15,,,,,,,,,"10, 11, 8",
2694,BC13,NW,Profund,28/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,4,3,fl/fr,,,,1,1,,"6, 8, 8",
2716,BC13,SE,Profund,28/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,,,,,,,,,,
2747,BC13,NW,Profund,05/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,15,,,,,,,,,
2772,BC13,SE,Profund,05/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,,,,,,,,,"7, 8, 7",
2808,BC14,NW,Biodidaktik,03/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.1,0.5,,,,,,,,"4, 6",
2832,BC14,SE,Biodidaktik,03/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.1,,,,,,,,,,
2860,BC14,NW,Biodidaktik,29/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,1,2,2,,,,,,,,,,
2888,BC14,SE,Biodidaktik,29/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,0,0.5,2,fl,,,,1,,,"14, 15, 19",
2913,BC14,NW,Biodidaktik,28/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,4,2,,,,,,,,"7, 8, 8",
2937,BC14,SE,Biodidaktik,28/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,2,,,,,,,,,,
2959,BC14,NW,Biodidaktik,05/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,2,2,,,,,,,,,
2984,BC14,SE,Biodidaktik,05/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,,,,,,,,"7, 6, 7",
3009,BC15,NW,Blühfläche PflaPhy,27/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,,,,,,,,,,
3028,BC15,SE,Blühfläche PflaPhy,27/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,1,,,,,,,,3,
3057,BC15,NW,Blühfläche PflaPhy,29/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,5,2,0.5,3,3,,,,,,,,,
3078,BC15,SE,Blühfläche PflaPhy,29/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,2,3,2,,fl,,,,1,,,"9, 8, 7",
3100,BC15,NW,Blühfläche PflaPhy,29/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,8,10,fl/fr,,,,1,1,,"10, 9, 10",
3116,BC15,SE,Blühfläche PflaPhy,29/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,8,,,,,,,,,,
3141,BC15,NW,Blühfläche PflaPhy,01/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,6,5,,,,,,,,,
3157,BC15,SE,Blühfläche PflaPhy,01/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,4,,,,,,,,,"9, 19, 10",
3183,BC16,NW,Vorderseite PflaPhy,28/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,20,15,,,,,,,,"8, 9, 6",
3206,BC16,SE,Vorderseite PflaPhy,28/03/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,10,,,,,,,,,,
3240,BC16,NW,Vorderseite PflaPhy,26/05/2025,,,,Agrostis capillaris,Agrostis capillaris,30,25,25,25,20,,,,,,,,,,
3260,BC16,SE,Vorderseite PflaPhy,26/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,7,15,17,fl,,,,1,,,"24, 32, 22",
3288,BC16,NW,Vorderseite PflaPhy,02/08/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,17,15,,,,,,,,"14, 15, 23",
3309,BC16,SE,Vorderseite PflaPhy,02/08/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,10,,,,,,,,,,
3330,BC16,NW,Vorderseite PflaPhy,05/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,15,,,,,,,,,
3357,BC16,SE,Vorderseite PflaPhy,05/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,,,,,,,,,"9, 5, 11",
3396,BC17,N,Gartenhaus Blühfläche,05/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,7,,,,,,,,"6, 3, 7",
3438,BC17,S,Gartenhaus Blühfläche,05/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,,,,,,,,,,
3491,BC17,N,Gartenhaus Blühfläche,23/05/2025,,,,Agrostis capillaris,Agrostis capillaris,5,15,15,15,20,10,fl,,,,1,,,"18, 16, 17",
3527,BC17,S,Gartenhaus Blühfläche,23/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,5,3,3,,,,,,,,,,
3580,BC17,N,Gartenhaus Blühfläche,23/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,,,,,,,,,,
3610,BC17,S,Gartenhaus Blühfläche,23/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,4,12,fl,,,,1,,,"12, 6, 13",
3659,BC17,N,Gartenhaus Blühfläche,01/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,25,15,,,,,,,,,
3695,BC17,S,Gartenhaus Blühfläche,01/10/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,7,,,,,,,,,"11, 20, 14",
3953,BC19,NW,Rasen Pharmazie,05/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,,,,,,,,,,
3972,BC19,SE,Rasen Pharmazie,05/04/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,1,1,,,,,,,,"4, 6, 2",
3993,BC19,NW,Rasen Pharmazie,26/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,5,10,3,X,,,,,,,,,
4015,BC19,SE,Rasen Pharmazie,26/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,2,5,,,,,,,,,"15, 9, 10",
4034,BC19,NW,Rasen Pharmazie,22/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,3,,,,,,,,,"5, 8, 4",
4056,BC19,SE,Rasen Pharmazie,22/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,0.5,0.5,,,,,,,,,
4073,BC19,NW,Rasen Pharmazie,26/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,4,,,,,,,,,
4094,BC19,SE,Rasen Pharmazie,26/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,2,,,,,,,,,"8, 7, 10",
4119,BC20,NW,Theaterwissenschaften,25/03/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,0,3,,,,,,,,,,
4148,BC20,SE,Theaterwissenschaften,25/03/2025,,,,Agrostis capillaris,Agrostis capillaris,5,10,20,10,7,15,,,,,,,,"3, 6, 5",
4181,BC20,NW,Theaterwissenschaften,26/05/2025,,,,Agrostis capillaris,Agrostis capillaris,0,0,0,2,3,7,,,,,,,,,
4211,BC20,SE,Theaterwissenschaften,26/05/2025,,,,Agrostis capillaris,Agrostis capillaris,15,15,10,15,10,,,,,,,,,"12, 12, 16",
4250,BC20,NW,Theaterwissenschaften,22/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,5,,,,,,,,,"10, 8, 6",
4271,BC20,SE,Theaterwissenschaften,22/07/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,5,10,fl/fr,,,,1,1,,,
4297,BC20,NW,Theaterwissenschaften,26/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,15,10,,,,,,,,,
4321,BC20,SE,Theaterwissenschaften,26/09/2025,,,,Agrostis capillaris,Agrostis capillaris,,,,,5,,,,,,,,,"14, 10, 8",
659,BC04,NW,Hahn-Meitner-Bau,24/05/2025,,24.07,,Anchusa officinalis,Anchusa officinalis,0,0,0,0,0.5,0.2,,,,,,,,"10, 9",
736,BC04,NW,Hahn-Meitner-Bau,24/07/2025,,,,Anchusa officinalis,Anchusa officinalis,,,,,1,0.1,fl,,,,1,,,"27, 22, 20",
790,BC04,NW,Hahn-Meitner-Bau,02/10/2025,,,,Anchusa officinalis,Anchusa officinalis,,,,,0.5,0.1,,,,,,,,,
1343,BC07,EXT,Sophie's site,27/03/2025,,23.05,,Arabidopsis thaliana,Arabidopsis thaliana,,,,,0,0.001,,,,,,,,1,
1697,BC08,NW,Senke Zierkirschenplatz,03/10/2025,,,cf. Conyza canadensis,Arabidopsis thaliana,Arabidopsis thaliana,,,,,0.1,0.1,,,,,,,,1,
1713,BC08,SE,Senke Zierkirschenplatz,03/10/2025,,,cf. Conyza canadensis,Arabidopsis thaliana,Arabidopsis thaliana,,,,,0.01,,,,,,,,,,
2572,BC13,EXT,Profund,05/04/2025,,added,,Arabidopsis thaliana,Arabidopsis thaliana,,,,,0,0.001,,,,,,,,1,
2773,BC13,SE,Profund,05/10/2025,,,cf Conyza,Arabidopsis thaliana,Arabidopsis thaliana,,,,,0.1,0.001,,,,,,,,1,
3381,BC17,EXT,Gartenhaus Blühfläche,05/04/2025,,,,Arabidopsis thaliana,Arabidopsis thaliana,,,,,0,0.001,,,,,,,,,
3382,BC17,EXT,Gartenhaus Blühfläche,05/04/2025,,,,Arabis,Arabis,,,,,0,0.001,,,,,,,,2,
1899,BC10,NW,Arnimallee meadow,04/04/2025,,,cf,Arctium tomentosum,Arctium tomentosum,,,,,0.5,0.1,,,,,,,,"6, 4",
1990,BC10,NW,Arnimallee meadow,31/05/2025,,,cf,Arctium tomentosum,Arctium tomentosum,0,0,0,0,0.5,0.1,,,,,,,,22,
2082,BC10,NW,Arnimallee meadow,25/07/2025,,,,Arctium tomentosum,Arctium tomentosum,,,,,1,0.1,,,,,,,,"7, 4, 5",
2159,BC10,NW,Arnimallee meadow,03/10/2025,,,,Arctium tomentosum,Arctium tomentosum,,,,,0.5,0.1,,,,,,,,"15, 11, 10",
38,BC01,EXT,August-von-Wassermann Platz,22/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0,0.001,fl,,,,1,,,"5, 4",
121,BC01,NW,August-von-Wassermann Platz,02/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.01,S,1,,,,,,1,
192,BC02,SE,Garystr. Flächen Gelenkte Spontan,29/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.5,X,,,,,,,,1,
243,BC02,SE,Garystr. Flächen Gelenkte Spontan,22/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,1,3,7,5,X,fr,,,,,1,,X,
291,BC02,SE,Garystr. Flächen Gelenkte Spontan,24/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,1,0.1,fl/fr,,,,1,1,,"4, 6, 10",
319,BC02,NW,Garystr. Flächen Gelenkte Spontan,02/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.5,S,1,,,,,,1,
342,BC02,SE,Garystr. Flächen Gelenkte Spontan,02/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,1,,,,,,,,,"1, 3, 1",
437,BC03,NW,Hahn-Meitner-Fläche,30/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0.1,0.1,0.01,fr,,,,,1,,"11, 4",
544,BC03,NW,Hahn-Meitner-Fläche,02/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.01,S,1,,,,,,,
691,BC04,SE,Hahn-Meitner-Bau,24/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.01,0.001,fl,,,,1,,,2,
820,BC04,SE,Hahn-Meitner-Bau,02/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,,fl+fr,,,,1,1,,"1, 2, 2",
860,BC05,NW,Hochschulsport,28/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.001,,,,,,,,1,
926,BC05,NW,Hochschulsport,30/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,,,,,,,,,,,
960,BC05,SE,Hochschulsport,30/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0.5,0.1,0.01,fl+fr,,,,1,1,,"5, 4",
1069,BC05,NW,Hochschulsport,28/09/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.001,0.001,S,1,,,,,,1,
1130,BC06,NW,Volleyball,27/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,X,,,,,,,,1,
1185,BC06,NW,Volleyball,23/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.1,,,,,,,,,,
1211,BC06,SE,Volleyball,23/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.01,0.01,fr,,,,,1,,"1, 2, 1",
1242,BC06,NW,Volleyball,30/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.1,S,1,,,,,,1,
1266,BC06,SE,Volleyball,30/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.5,,,,,,,,,,
1289,BC06,NW,Volleyball,28/09/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.2,0.5,,,,,,,,,
1317,BC06,SE,Volleyball,28/09/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,3,,,,,,,,,"3, 2, 3",
1349,BC07,N,Sophie's site,27/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,4,,,,,,,,,,
1383,BC07,S,Sophie's site,27/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,5,5,,,,,,,,"2, 3, 2",
1427,BC07,N,Sophie's site,23/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,10,10,10,5,3,,,,,,,,,
1447,BC07,S,Sophie's site,23/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,1,3,3,7,5,,fr,,,,,1,,"4, 3, 3",
1480,BC07,N,Sophie's site,31/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.1,fl+fr,,,,1,1,,"8, 8, 10",
1503,BC07,S,Sophie's site,31/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.2,,,,,,,,,,
1536,BC07,N,Sophie's site,28/09/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,7,5,,,,,,,,,
1567,BC07,S,Sophie's site,28/09/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,5,,,,,,,,,"1, 2, 1",
1617,BC08,SE,Senke Zierkirschenplatz,27/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.01,,,,,,,,1,
1650,BC08,SE,Senke Zierkirschenplatz,24/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.1,X,fr,,,,,1,,"4, 3, 3",
1679,BC08,SE,Senke Zierkirschenplatz,02/08/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.01,S,1,,,,,,1,
1698,BC08,NW,Senke Zierkirschenplatz,03/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,,,,,,,,,,
1938,BC10,SE,Arnimallee meadow,04/04/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.01,S,1,,,,,,1,
1991,BC10,NW,Arnimallee meadow,31/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.01,,,,,,,,,,
2027,BC10,SE,Arnimallee meadow,31/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.1,0.01,fl+fr,,,,1,1,,5,
2083,BC10,NW,Arnimallee meadow,25/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,X,S,1,,,,,,1,
2259,BC11,NW,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.1,0.01,fr,,,,,1,,"2, 4, 3",
2295,BC11,EXT,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0,1,fl,,,,1,,,"4, 3, 4",
2345,BC11,NW,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.1,S,1,,,,,,,
2432,BC12,NW,Sustainibility Dep.,31/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.1,0.01,fr,,,,,1,,3,
2602,BC13,SE,Profund,05/04/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.01,,,,,,,,1,
2635,BC13,NW,Profund,29/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0.01,0.1,0.1,,,,,,,,,
2660,BC13,SE,Profund,29/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,1,1,0.3,,fl+fr,,,,1,1,,"4, 3, 2",
2685,BC13,EXT,Profund,28/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0,0.05,fl+fr,,,,1,1,,"5, 7, 4",
2748,BC13,NW,Profund,05/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.8,0.5,S,1,,,,,,1,
2774,BC13,SE,Profund,05/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.5,,,,,,,,,3,
2809,BC14,NW,Biodidaktik,03/04/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.01,S,1,,,,,,1,
2833,BC14,SE,Biodidaktik,03/04/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.001,,,,,,,,,,
2861,BC14,NW,Biodidaktik,29/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,5,1,0.1,0.1,0.1,,,,,,,,,
2910,BC14,EXT,Biodidaktik,28/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0,0.001,fl,,,,1,,,5,
2960,BC14,NW,Biodidaktik,05/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,0.1,S,1,,,,,,,
3010,BC15,NW,Blühfläche PflaPhy,27/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,2,,,,,,,,,,
3029,BC15,SE,Blühfläche PflaPhy,27/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,1,2,,,,,,,,1,
3058,BC15,NW,Blühfläche PflaPhy,29/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,5,15,10,3,4,4,,,,,,,,,
3079,BC15,SE,Blühfläche PflaPhy,29/05/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,20,10,5,2,3,,fr,,,,,1,,"3, 3, 1",
3101,BC15,NW,Blühfläche PflaPhy,29/07/2025,,,mostly seedlings,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,,fl+fr,,,,1,1,,"3, 5, 4",
3117,BC15,SE,Blühfläche PflaPhy,29/07/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,7,5,,,,,,,,,
3142,BC15,NW,Blühfläche PflaPhy,01/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,1,5,,,,,,,,,
3158,BC15,SE,Blühfläche PflaPhy,01/10/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,10,,,,,,,,,"1, 2, 3",
3207,BC16,SE,Vorderseite PflaPhy,28/03/2025,,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.01,0.01,,,,,,,,2,
